,Unnamed: 0,app_id,amnt,currency,operation_kind,card_type,operation_type,operation_type_group,ecommerce_flag,payment_system,income_flag,mcc,country,city,mcc_category,day_of_week,hour,days_before,weekofyear,hour_diff,transaction_number,product,flag
7602,7602,39,0.4779440811646806,1,3,10,5,1,1,6,1,9,1,1,2,5,7,327,46,1,47,3,0
7603,7603,39,0.4779440811646806,1,3,5,6,2,1,6,2,9,1,1,2,5,7,327,46,0,48,3,0
7604,7604,39,0.5395840117062823,1,3,10,5,1,1,6,1,9,1,1,2,5,7,327,46,0,49,3,0
7605,7605,39,0.5395840117062823,1,3,175,6,2,1,6,2,9,1,1,2,5,7,327,46,0,50,3,0
7606,7606,39,0.5109220915152267,1,2,10,3,1,1,6,1,2,1,38,2,5,10,327,46,3,51,3,0
7607,7607,39,0.2904539074475623,1,1,10,2,1,1,2,1,3,1,38,4,4,5,326,46,19,52,3,0
7608,7608,39,0.2837256314160953,1,1,10,2,1,1,2,1,3,1,38,4,3,6,325,46,25,53,3,0
7609,7609,39,0.2695723184207931,1,1,10,2,1,1,2,1,3,1,38,4,1,6,324,46,24,54,3,0
7610,7610,39,0.2637622479375371,1,1,10,2,1,1,2,1,3,1,38,4,4,6,319,20,120,55,3,0
7611,7611,39,0.4021110406078694,1,1,10,2,1,1,2,1,1,1,38,1,4,11,319,20,5,56,3,0
7612,7612,39,0.3751696795991723,1,1,10,2,1,1,2,1,7,1,38,5,3,1,318,20,14,57,3,0
7613,7613,39,0.2861733543178665,1,1,5,2,1,1,2,1,3,1,38,4,1,6,317,20,28,58,3,0
7614,7614,39,0.5270634937124385,1,4,175,4,2,1,3,2,2,1,38,2,1,11,317,20,5,59,3,0
7615,7615,39,0.2927826188687242,1,1,5,2,1,1,2,1,1,1,38,1,7,1,315,20,38,60,3,0
7616,7616,39,0.2944309424898763,1,1,5,2,1,1,2,1,1,1,38,1,7,1,315,20,0,61,3,0
7617,7617,39,0.4265442702066148,1,2,5,3,1,1,6,1,2,1,38,2,6,3,314,36,26,62,3,0
7618,7618,39,0.2584140227945348,1,1,5,2,1,1,2,1,1,1,38,1,6,10,314,36,8,63,3,0
7619,7619,39,0.3876636645522918,1,1,5,2,1,1,2,1,7,1,38,5,4,2,312,36,39,64,3,0
7620,7620,39,0.2160467669876466,1,1,5,2,1,1,2,1,3,1,38,4,4,6,312,36,4,65,3,0
7621,7621,39,0.5089153851662067,1,3,175,5,1,1,6,1,9,1,1,2,3,5,311,36,23,66,3,0
7622,7622,39,0.505699033772064,1,3,10,6,2,1,6,2,9,1,1,2,3,5,311,36,0,67,3,0
7623,7623,39,0.2575659377536307,1,1,5,2,1,1,2,1,3,1,38,4,3,5,311,36,1,68,3,0
7624,7624,39,0.2589723745861205,1,3,10,6,2,1,6,2,9,1,1,2,3,10,311,36,5,69,3,0
7625,7625,39,0.2975890792412704,1,3,5,5,1,1,6,1,9,1,1,2,3,10,311,36,0,70,3,0
7626,7626,39,0.2268713424890508,1,1,5,2,1,1,2,1,3,1,38,4,1,6,310,36,19,71,3,0
7627,7627,39,0.3193082162767647,1,1,5,2,1,1,2,1,1,1,38,1,2,3,309,36,21,72,3,0
7628,7628,39,0.2367729999696287,1,1,5,2,1,1,2,1,3,1,38,4,6,5,307,32,50,73,3,0
7629,7629,39,0.3733180380058769,1,1,5,2,1,1,2,1,67,1,38,1,6,11,307,32,5,74,3,0
7630,7630,39,0.2248670618568617,1,1,5,2,1,1,2,1,3,1,38,4,5,6,306,32,19,75,3,0
7631,7631,39,0.2258781503299565,1,1,5,2,1,1,2,1,3,1,38,4,4,5,305,32,24,76,3,0
7632,7632,39,0.2752540595059178,1,1,5,2,1,1,2,1,3,1,38,4,3,5,304,32,24,77,3,0
7633,7633,39,0.5168336566977262,1,2,10,3,1,1,6,1,2,1,38,2,3,11,297,33,174,78,3,0
7634,7634,39,0.4779440811646806,1,4,175,4,2,1,3,2,2,1,38,2,3,11,297,33,0,79,3,0
7635,7635,39,0.3876771200456198,1,3,10,5,1,1,6,1,9,1,1,2,1,4,296,33,17,80,3,0
7636,7636,39,0.3876771200456198,1,3,5,6,2,1,6,2,9,1,1,2,1,4,296,33,0,81,3,0
7637,7637,39,0.3384726259034635,1,1,10,2,1,1,2,1,1,1,38,1,6,11,293,28,79,82,3,0
7638,7638,39,0.3769960835468494,1,1,10,2,1,1,2,1,1,1,38,1,1,11,289,28,96,83,3,0
7639,7639,39,0.2886825901831159,1,1,10,2,1,1,2,1,1,1,38,1,4,11,277,18,288,84,3,0
7640,7640,39,0.2200771885054451,1,1,10,2,1,1,2,1,3,1,38,4,3,5,276,18,18,85,3,0
7641,7641,39,0.2662566093448934,1,1,10,2,1,1,2,1,1,1,38,1,3,11,276,18,6,86,3,0
7642,7642,39,0.2632497887405087,1,1,10,2,1,1,2,1,1,1,38,1,3,11,276,18,0,87,3,0
7643,7643,39,0.2537351561896521,1,1,10,2,1,1,2,1,3,1,38,4,1,6,275,18,18,88,3,0
7644,7644,39,0.206291539131452,1,1,5,2,1,1,2,1,3,1,38,4,6,5,272,43,72,89,3,0
7645,7645,39,0.3349274118365794,1,1,5,2,1,1,2,1,67,1,38,1,6,10,272,43,5,90,3,0
7646,7646,39,0.2268713424890508,1,1,5,2,1,1,2,1,1,1,38,1,6,11,272,43,1,91,3,0
7647,7647,39,0.2217196635787704,1,1,5,2,1,1,2,1,3,1,38,4,5,6,271,43,18,92,3,0
7648,7648,39,0.32244182566375,1,1,5,2,1,1,2,1,67,1,38,1,5,7,271,43,1,93,3,0
7649,7649,39,0.1859718757761863,1,1,175,2,1,1,2,1,3,1,38,4,4,6,270,43,23,94,3,0
7650,7650,39,0.2253748833505051,1,1,175,2,1,1,2,1,3,1,38,4,3,5,269,43,23,95,3,0
7651,7651,39,0.2851373761162318,1,1,175,2,1,1,2,1,3,1,38,4,3,5,269,43,0,96,3,0
7652,7652,39,0.3576317788193187,1,1,10,2,1,1,2,1,67,1,38,1,1,6,268,43,25,97,3,0
7653,7653,39,0.4389365774082493,1,1,10,2,1,1,2,1,1,1,38,1,1,11,268,43,5,98,3,0
7654,7654,39,0.5357128203524152,1,2,10,3,1,1,6,1,2,1,38,2,1,11,268,43,0,99,3,0
7655,7655,39,0.4779440811646806,1,4,175,4,2,1,3,2,2,1,38,2,2,7,267,43,20,100,3,0
7656,7656,39,0.3876771200456198,1,4,5,4,2,1,3,2,2,1,38,2,2,7,267,43,0,101,3,0
7657,7657,39,0.5168336566977262,1,2,175,3,1,1,6,1,2,1,38,2,1,2,261,8,138,102,3,0
7658,7658,39,0.4678941168191077,1,3,10,5,1,1,6,1,9,1,1,2,4,8,256,19,127,103,3,0
7659,7659,39,0.3488379638169017,1,2,175,3,1,1,6,1,2,1,38,2,3,11,255,19,27,104,3,0
7660,7660,39,0.3187365927386433,1,1,10,2,1,1,2,1,1,1,38,1,2,1,253,19,38,105,3,0
7661,7661,39,0.3488379638169017,1,1,10,2,1,1,2,1,7,1,38,5,7,5,252,19,27,106,3,0
7662,7662,39,0.3037936371297017,1,1,10,2,1,1,2,1,1,1,38,1,6,11,251,2,30,107,3,0
7663,7663,39,0.2465896455857678,1,3,10,11,2,2,2,2,9,1,30,2,3,12,241,44,242,108,3,0
7664,7664,39,0.2917079013544891,1,1,10,2,1,1,2,1,1,1,38,1,2,2,239,44,38,109,3,0
7665,7665,39,0.429891691005355,1,1,10,2,1,1,2,1,1,1,38,1,3,3,234,21,121,110,3,0
7666,7666,39,0.4265442702066148,1,2,10,3,1,1,6,1,2,1,38,2,3,3,234,21,0,111,3,0
7667,7667,39,0.4779440811646806,1,3,5,6,2,1,6,2,9,1,1,2,1,7,233,21,28,112,3,0
7668,7668,39,0.4779440811646806,1,3,10,5,1,1,6,1,9,1,1,2,1,7,233,21,0,113,3,0
7669,7669,39,0.4779440811646806,1,3,10,5,1,1,6,1,9,1,1,2,1,7,233,21,0,114,3,0
7670,7670,39,0.4779440811646806,1,3,175,6,2,1,6,2,9,1,1,2,1,7,233,21,0,115,3,0
7671,7671,39,0.2505994861783134,1,1,10,2,1,1,2,1,1,1,38,1,1,11,233,21,4,116,3,0
7672,7672,39,0.3183522495095494,1,1,10,2,1,2,2,1,62,1,2,5,1,18,233,21,7,117,3,0
7673,7673,39,0.3876574963727242,1,1,10,2,1,1,2,1,7,1,38,5,2,8,232,21,14,118,3,0
7674,7674,39,0.4492871471021893,1,2,10,3,1,1,6,1,2,1,38,2,2,8,232,21,0,119,3,0
7675,7675,39,0.3583926568102709,1,1,5,2,1,1,2,1,1,1,38,1,1,10,226,4,145,120,3,0
7676,7676,39,0.3128882061787377,1,1,5,2,1,1,2,1,1,1,38,1,7,13,224,4,51,121,3,0
7677,7677,39,0.3746064237575374,1,1,5,2,1,1,2,1,67,1,38,1,6,5,223,7,16,122,3,0
7678,7678,39,0.3876771200456198,1,2,5,3,1,1,6,1,2,1,38,2,6,5,223,7,0,123,3,0
7679,7679,39,0.3436798227782013,1,1,5,2,1,1,2,1,1,1,38,1,5,11,222,7,30,124,3,0
7680,7680,39,0.4503704783933137,1,3,10,5,1,1,6,1,9,1,1,2,4,8,221,7,20,125,3,0
7681,7681,39,0.3930202487904465,1,3,175,5,1,1,6,1,9,1,1,2,4,8,221,7,0,126,3,0
7682,7682,39,0.3039184734260679,1,1,5,2,1,1,2,1,3,1,38,4,1,5,219,7,45,127,3,0
7683,7683,39,0.3712531677467654,1,1,5,2,1,1,2,1,4,1,38,3,1,5,219,7,0,128,3,0
7684,7684,39,0.3746064237575374,1,1,5,2,1,1,2,1,67,1,38,1,1,12,219,7,7,129,3,0
7685,7685,39,0.3590500655756334,1,2,175,3,1,1,6,1,2,1,38,2,5,2,215,13,86,130,3,0
7686,7686,39,0.2941348262772563,1,1,175,2,1,1,2,1,1,1,38,1,5,12,215,13,10,131,3,0
7687,7687,39,0.3178680886795963,1,1,175,2,1,1,2,1,1,1,38,1,5,12,215,13,0,132,3,0
7688,7688,39,0.4492871471021893,1,3,10,6,2,1,4,2,9,1,1,2,3,20,213,13,56,133,3,0
7689,7689,39,0.3603422188695497,1,1,10,2,1,1,2,1,4,1,38,3,1,6,212,13,10,134,3,0
7690,7690,39,0.3787649105087235,1,1,10,2,1,1,2,1,24,1,38,10,1,8,212,13,2,135,3,0
7691,7691,39,0.2935378643485477,1,1,10,2,1,1,2,1,1,1,38,1,7,2,210,13,42,136,3,0
7692,7692,39,0.3324330504292231,1,1,10,2,1,1,2,1,1,1,38,1,7,2,210,13,0,137,3,0
7693,7693,39,0.3091532225100286,1,1,10,2,1,1,2,1,95,1,38,6,6,11,209,22,32,138,3,0
7694,7694,39,0.3751696795991723,1,2,10,3,1,1,4,1,2,1,38,2,5,3,208,22,16,139,3,0
7695,7695,39,0.3751696795991723,1,2,175,3,1,1,4,1,2,1,38,2,5,3,208,22,0,140,3,0
7696,7696,39,0.5157001186663072,1,2,10,3,1,1,4,1,2,1,38,2,3,11,206,22,56,141,3,0
7697,7697,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,1,3,205,22,16,142,3,0
7698,7698,39,0.4779440811646806,1,3,175,6,2,1,4,2,9,1,1,2,1,3,205,22,0,143,3,0
7699,7699,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,1,3,205,22,0,144,3,0
7700,7700,39,0.4779440811646806,1,3,5,6,2,1,4,2,9,1,1,2,1,3,205,22,0,145,3,0
7701,7701,39,0.3394740901775684,1,1,10,2,1,1,2,1,4,1,38,3,3,12,199,10,153,146,3,0
7702,7702,39,0.2865144732533036,1,1,5,2,1,1,2,1,1,1,38,1,7,5,196,10,65,147,3,0
7703,7703,39,0.3282283794021187,1,1,5,2,1,1,2,1,1,1,38,1,7,5,196,10,0,148,3,0
7704,7704,39,0.3016277924313519,1,1,5,2,1,1,2,1,4,1,38,3,5,1,194,11,44,149,3,0
7705,7705,39,0.3748887584013238,1,1,5,2,1,1,2,1,67,1,38,1,5,10,194,11,9,150,3,0
7706,7706,39,0.2986948074731078,1,1,5,2,1,1,2,1,1,1,38,1,5,13,194,11,3,151,3,0
7707,7707,39,0.3438037013238161,1,1,10,2,1,1,2,1,1,1,38,1,3,2,192,11,37,152,3,0
7708,7708,39,0.5006925661776914,1,2,10,3,1,1,4,1,2,1,38,2,3,3,192,11,0,153,3,0
7709,7709,39,0.3076567633714829,1,1,10,2,1,1,2,1,3,1,38,4,5,6,187,3,123,154,3,0
7710,7710,39,0.3748887584013238,1,1,5,2,1,1,2,1,67,1,38,1,5,11,187,3,5,155,3,0
7711,7711,39,0.2642700694311805,1,1,10,2,1,1,2,1,1,1,38,1,5,14,187,3,3,156,3,0
7712,7712,39,0.2700303935529576,1,1,5,2,1,1,2,1,3,1,38,4,4,5,186,3,15,157,3,0
7713,7713,39,0.3356970835862149,1,1,5,2,1,1,2,1,10,1,38,7,4,12,186,3,7,158,3,0
7714,7714,39,0.2667424469432222,1,1,5,2,1,1,2,1,1,1,38,1,4,12,186,3,0,159,3,0
7715,7715,39,0.2657665285697262,1,1,5,2,1,1,2,1,1,1,38,1,4,12,186,3,0,160,3,0
7716,7716,39,0.3683234805988759,1,1,175,2,1,1,2,1,1,1,38,1,3,3,185,3,15,161,3,0
7717,7717,39,0.3876642252622695,1,1,175,2,1,1,2,1,7,1,38,5,3,4,185,3,0,162,3,0
7718,7718,39,0.2505994861783134,1,1,175,2,1,1,2,1,1,1,38,1,1,6,184,3,27,163,3,0
7719,7719,39,0.3051517954255688,1,1,175,2,1,1,2,1,1,1,38,1,1,6,184,3,0,164,3,0
7720,7720,39,0.4492871471021893,1,3,10,6,2,1,4,2,9,1,1,2,6,17,181,40,83,165,3,0
7721,7721,39,0.1708400034843723,1,1,175,2,1,1,2,1,3,1,38,4,5,3,180,40,10,166,3,0
7722,7722,39,0.173450422620945,1,1,175,2,1,1,2,1,3,1,38,4,4,5,179,40,26,167,3,0
7723,7723,39,0.3754492014328238,1,1,10,2,1,1,2,1,7,1,38,5,4,10,179,40,5,168,3,0
7724,7724,39,0.2802231352870371,1,1,175,2,1,1,2,1,1,1,38,1,4,13,179,40,3,169,3,0
7725,7725,39,0.305395240024642,1,1,10,2,1,1,2,1,3,1,38,4,3,6,178,40,17,170,3,0
7726,7726,39,0.3947763028849335,1,1,10,2,1,1,2,1,1,1,38,1,3,13,178,40,7,171,3,0
7727,7727,39,0.2243546026598334,1,1,10,2,1,1,2,1,3,1,38,4,1,5,177,40,17,172,3,0
7728,7728,39,0.4265442702066148,1,2,10,3,1,1,4,1,2,1,38,2,1,10,177,40,5,173,3,0
7729,7729,39,0.3469008452418901,1,1,10,2,1,1,2,1,1,1,38,1,1,10,177,40,0,174,3,0
7730,7730,39,0.370572991030075,1,1,10,2,1,1,2,1,1,1,38,1,7,4,175,40,42,175,3,0
7731,7731,39,0.4492871471021893,1,3,10,5,1,1,4,1,9,1,1,2,6,3,174,6,23,176,3,0
7732,7732,39,0.4492871471021893,1,3,5,6,2,1,4,2,9,1,1,2,6,3,174,6,0,177,3,0
7733,7733,39,0.4492871471021893,1,3,175,6,2,1,4,2,9,1,1,2,6,3,174,6,0,178,3,0
7734,7734,39,0.4492871471021893,1,3,10,5,1,1,4,1,9,1,1,2,6,3,174,6,0,179,3,0
7735,7735,39,0.2033758759489506,1,1,10,2,1,1,2,1,3,1,38,4,6,5,174,6,2,180,3,0
7736,7736,39,0.3876771200456198,1,2,10,8,1,1,2,1,2,1,38,2,6,11,174,6,6,181,3,0
7737,7737,39,0.3568021617279215,1,1,10,2,1,1,2,1,10,1,38,7,6,11,174,6,0,182,3,0
7738,7738,39,0.3339867313977223,1,1,10,2,1,1,2,1,14,1,38,6,6,12,174,6,0,183,3,0
7739,7739,39,0.319874075445721,1,1,10,2,1,1,2,1,1,1,38,1,6,12,174,6,0,184,3,0
7740,7740,39,0.2752540595059178,1,1,10,2,1,1,2,1,3,1,38,4,5,5,173,6,17,185,3,0
7741,7741,39,0.2407543780243726,1,1,10,2,1,1,2,1,3,1,38,4,4,5,172,6,24,186,3,0
7742,7742,39,0.3748887584013238,1,1,10,2,1,1,2,1,67,1,38,1,4,10,172,6,5,187,3,0
7743,7743,39,0.3418071053063731,1,1,10,2,1,1,2,1,1,1,38,1,4,11,172,6,1,188,3,0
7744,7744,39,0.3765535695174798,1,1,5,2,1,2,2,1,48,1,2,6,1,0,170,6,37,189,3,0
7745,7745,39,0.375204696069621,1,1,10,2,1,1,2,1,4,1,38,3,1,10,170,6,10,190,3,0
7746,7746,39,0.2840819112928028,1,1,10,2,1,1,2,1,1,1,38,1,7,10,168,6,48,191,3,0
7747,7747,39,0.3817711597438203,1,2,10,3,1,1,4,1,2,1,38,2,7,11,168,6,0,192,3,0
7748,7748,39,0.3029119192256977,1,1,10,2,1,2,2,1,62,1,2,5,7,12,168,6,2,193,3,0
7749,7749,39,0.3146664279764254,1,1,10,2,1,1,2,1,3,1,38,4,6,5,167,15,17,194,3,0
7750,7750,39,0.3748887584013238,1,1,10,2,1,1,2,1,67,1,38,1,5,10,166,15,29,195,3,0
7751,7751,39,0.2691104730805393,1,1,10,2,1,1,2,1,3,1,38,4,4,6,165,15,19,196,3,0
7752,7752,39,0.2820937715760344,1,1,10,2,1,1,2,1,3,1,38,4,3,5,164,15,24,197,3,0
7753,7753,39,0.325409659333979,1,1,10,2,1,1,2,1,1,1,38,1,3,10,164,15,4,198,3,0
7754,7754,39,0.2306771323401177,1,1,10,2,1,1,2,1,1,1,2,1,1,4,163,15,18,199,3,0
7755,7755,39,0.4265442702066148,1,2,10,3,1,1,4,1,2,1,38,2,1,4,163,15,0,200,3,0
7756,7756,39,0.4720331392724817,1,2,10,8,1,1,2,1,2,1,132,2,7,4,161,15,47,201,3,0
7757,7757,39,0.3323985312707016,1,1,10,2,1,1,2,1,1,1,132,1,7,5,161,15,1,202,3,0
7758,7758,39,0.2815390992632914,1,1,10,2,1,1,2,1,10,1,132,7,4,7,158,5,74,203,3,0
7759,7759,39,0.3339137139611695,1,1,10,2,1,1,2,1,43,1,132,22,3,13,157,5,30,204,3,0
7760,7760,39,0.2306771323401177,1,1,10,2,1,1,2,1,43,1,132,22,1,14,156,5,25,205,3,0
7761,7761,39,0.4720331392724817,1,2,10,8,1,1,2,1,2,1,132,2,2,5,155,5,16,206,3,0
7762,7762,39,0.3100546698811235,1,1,10,2,1,1,2,1,43,1,132,22,2,12,155,5,7,207,3,0
7763,7763,39,0.332582887346218,1,1,5,2,1,1,2,1,43,1,132,22,4,13,151,37,97,208,3,0
7764,7764,39,0.2868535310345569,1,1,5,2,1,1,2,1,43,1,132,22,3,13,150,37,24,209,3,0
7765,7765,39,0.3873961285116742,1,1,5,2,1,1,2,1,67,1,38,1,2,3,148,37,38,210,3,0
7766,7766,39,0.3742514959956568,1,1,5,2,1,1,2,1,4,1,38,3,7,3,147,37,24,211,3,0
7767,7767,39,0.3354985505287194,1,1,10,2,1,1,2,1,1,1,38,1,5,1,145,23,46,212,3,0
7768,7768,39,0.2415178441154139,1,1,10,2,1,1,2,1,1,1,38,1,5,12,145,23,11,213,3,0
7769,7769,39,0.2858301490151158,1,1,10,2,1,1,2,1,1,1,38,1,5,12,145,23,0,214,3,0
7770,7770,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,4,4,144,23,16,215,3,0
7771,7771,39,0.4779440811646806,1,3,175,6,2,1,4,2,9,1,1,2,4,4,144,23,0,216,3,0
7772,7772,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,4,4,144,23,0,217,3,0
7773,7773,39,0.4779440811646806,1,3,5,6,2,1,4,2,9,1,1,2,4,4,144,23,0,218,3,0
7774,7774,39,0.5395840117062823,1,2,10,3,1,1,4,1,2,1,38,2,4,11,144,23,7,219,3,0
7775,7775,39,0.4926637717710177,1,2,10,3,1,1,4,1,2,1,2,2,5,13,138,9,145,220,3,0
7776,7776,39,0.39243980895606,1,1,10,2,1,1,2,1,28,1,132,16,3,14,136,9,49,221,3,0
7777,7777,39,0.4492871471021893,1,2,10,8,1,1,2,1,2,1,132,2,2,8,134,9,42,222,3,0
7778,7778,39,0.4525028379512142,1,3,5,5,1,1,4,1,9,1,1,2,5,17,131,14,81,223,3,0
7779,7779,39,0.4492871471021893,1,3,10,6,2,1,4,2,9,1,1,2,5,17,131,14,0,224,3,0
7780,7780,39,0.3876642252622695,1,1,5,2,1,1,2,1,7,1,38,5,6,1,125,12,129,225,3,0
7781,7781,39,0.2788755671155853,1,1,10,2,1,1,2,1,1,1,38,1,5,11,124,12,33,226,3,0
7782,7782,39,0.2515587213668869,1,1,10,2,1,1,2,1,1,1,38,1,4,1,123,12,14,227,3,0
7783,7783,39,0.2792639000984634,1,1,10,2,1,1,2,1,1,1,38,1,7,2,119,12,97,228,3,0
7784,7784,39,0.3748887584013238,1,1,5,2,1,1,2,1,67,1,38,1,6,10,118,41,32,229,3,0
7785,7785,39,0.229280033815533,1,1,5,2,1,1,2,1,3,1,38,4,4,6,116,41,43,230,3,0
7786,7786,39,0.2227885319355423,1,1,5,2,1,1,2,1,3,1,38,4,3,6,115,41,24,231,3,0
7787,7787,39,0.4779440811646806,1,3,110,6,2,1,4,2,9,1,1,2,3,21,115,41,16,232,3,0
7788,7788,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,3,21,115,41,0,233,3,0
7789,7789,39,0.4378815708425822,1,1,10,2,1,1,2,1,1,1,38,1,1,2,114,41,5,234,3,0
7790,7790,39,0.3754492014328238,1,1,10,2,1,1,2,1,7,1,38,5,1,10,114,41,8,235,3,0
7791,7791,39,0.5357128203524152,1,2,10,3,1,1,4,1,2,1,38,2,1,12,114,41,2,236,3,0
7792,7792,39,0.3403929346714995,1,1,10,2,1,1,2,1,4,1,38,3,2,2,113,41,15,237,3,0
7793,7793,39,0.4374671557659674,1,1,10,2,1,1,2,1,26,1,38,14,7,4,112,41,26,238,3,0
7794,7794,39,0.4276274227633381,1,3,10,5,1,1,4,1,9,1,1,2,4,6,109,16,74,239,3,0
7795,7795,39,0.477088762115083,1,3,5,5,1,1,4,1,9,1,1,2,4,6,109,16,0,240,3,0
7796,7796,39,0.4690359826073857,1,1,10,2,1,1,2,1,1,1,38,1,2,3,99,29,237,241,3,0
7797,7797,39,0.4492871471021893,1,2,10,3,1,1,4,1,2,1,38,2,2,3,85,49,337,242,3,0
7798,7798,39,0.4926637717710177,1,2,10,3,1,1,4,1,2,1,38,2,7,4,84,49,24,243,3,0
7799,7799,39,0.4270884599225856,1,1,10,2,1,1,2,1,1,1,38,1,7,4,84,49,1,244,3,0
7800,7800,39,0.3067678025225686,1,1,10,2,1,1,2,1,1,1,38,1,7,4,84,49,0,245,3,0
7801,7801,39,0.4779440811646806,1,3,5,6,2,1,4,2,9,1,1,2,5,3,82,25,47,246,3,0
7802,7802,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,5,3,82,25,0,247,3,0
7803,7803,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,5,3,82,25,0,248,3,0
7804,7804,39,0.4779440811646806,1,3,110,6,2,1,4,2,9,1,1,2,5,3,82,25,0,249,3,0
7805,7805,39,0.4801385421730925,1,3,10,5,1,1,4,1,9,1,1,2,5,3,82,25,0,250,3,0
7806,7806,39,0.3582981093707621,1,1,10,2,1,1,2,1,4,1,38,3,5,11,82,25,8,251,3,0
7807,7807,39,0.2578500593331536,1,1,10,2,1,1,2,1,1,1,38,1,1,1,79,25,62,252,3,0
7808,7808,39,0.3839096724523297,1,1,10,2,1,1,2,1,1,1,38,1,2,1,78,25,24,253,3,0
7809,7809,39,0.3135222682027304,1,1,10,2,1,1,2,1,1,1,38,1,7,1,77,25,24,254,3,0
7810,7810,39,0.4265442702066148,1,2,10,3,1,1,4,1,2,1,38,2,5,3,75,27,49,255,3,0
7811,7811,39,0.3912085124382071,1,1,10,2,1,1,2,1,1,1,38,1,2,5,71,27,99,256,3,0
7812,7812,39,0.3124614825095768,1,1,10,2,1,1,2,1,1,1,38,1,7,11,70,27,30,257,3,0
7813,7813,39,0.4534222559869068,1,1,10,2,1,1,2,1,1,1,38,1,5,3,68,26,40,258,3,0
7814,7814,39,0.3556137422428051,1,1,10,2,1,1,2,1,19,1,38,13,5,3,68,26,0,259,3,0
7815,7815,39,0.2465896455857678,1,1,10,2,1,1,2,1,1,1,38,1,3,12,66,26,57,260,3,0
7816,7816,39,0.3582981093707621,1,1,5,2,1,1,2,1,1,1,38,1,3,10,59,45,166,261,3,0
7817,7817,39,0.3471322430628851,1,1,5,2,1,1,2,1,1,1,38,1,3,10,59,45,0,262,3,0
7818,7818,39,0.396431125607571,1,1,5,2,1,1,2,1,1,1,38,1,2,3,57,45,41,263,3,0
7819,7819,39,0.4104106563047363,1,2,5,3,1,1,4,1,2,1,38,2,2,10,57,45,7,264,3,0
7820,7820,39,0.3876771200456198,1,2,10,3,1,1,4,1,2,1,38,2,4,1,53,47,87,265,3,0
7821,7821,39,0.5357128203524152,1,2,10,3,1,1,4,1,2,1,38,2,4,1,53,47,0,266,3,0
7822,7822,39,0.2995100357401212,1,1,10,2,1,1,2,1,4,1,38,3,4,1,53,47,0,267,3,0
7823,7823,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,4,10,53,47,9,268,3,0
7824,7824,39,0.4779440811646806,1,3,5,6,2,1,4,2,9,1,1,2,4,10,53,47,0,269,3,0
7825,7825,39,0.4779440811646806,1,3,110,6,2,1,4,2,9,1,1,2,4,10,53,47,0,270,3,0
7826,7826,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,4,10,53,47,0,271,3,0
7827,7827,39,0.4790275554858035,1,3,10,5,1,1,4,1,9,1,1,2,4,10,53,47,0,272,3,0
7828,7828,39,0.4779440811646806,1,4,10,4,2,1,3,2,2,1,38,2,6,15,48,30,125,273,3,0
7829,7829,39,0.4779440811646806,1,3,10,5,1,1,4,1,9,1,1,2,5,5,47,30,14,274,3,0
7830,7830,39,0.488172983204992,1,2,10,3,1,1,4,1,2,1,38,2,2,2,43,30,93,275,3,0
7831,7831,39,0.3876872095486618,1,1,5,2,1,1,2,1,7,1,38,5,7,13,42,30,35,276,3,0
7832,7832,39,0.3003135896921176,1,1,10,2,1,1,2,1,1,1,38,1,3,6,38,31,89,277,3,0
7833,7833,39,0.2722663025647276,1,1,10,2,1,1,2,1,1,1,38,1,1,11,37,31,29,278,3,0
7834,7834,39,0.3579659331411099,1,1,10,2,1,1,2,1,1,1,38,1,2,2,36,31,16,279,3,0
7835,7835,39,0.3876642252622695,1,1,10,2,1,1,2,1,7,1,38,5,6,3,34,38,49,280,3,0
7836,7836,39,0.2789145215719037,1,1,10,2,1,1,2,1,15,1,38,5,6,4,34,38,1,281,3,0
7837,7837,39,0.3992602108404285,1,1,10,2,1,1,2,1,1,1,38,1,6,5,34,38,1,282,3,0
7838,7838,39,0.3309122556667008,1,1,10,2,1,1,2,1,4,1,38,3,5,4,33,38,23,283,3,0
7839,7839,39,0.4654254330729043,1,2,10,8,1,1,2,1,2,1,38,2,3,9,31,38,54,284,3,0
7840,7840,39,0.2667424469432222,1,1,10,2,1,1,2,1,43,1,132,22,2,1,29,38,40,285,3,0
7841,7841,39,0.2718261913511698,1,1,10,2,1,1,2,1,43,1,132,22,4,3,25,51,98,286,3,0
7842,7842,39,0.3363445046218684,1,2,10,8,1,1,2,1,2,1,132,2,4,7,25,51,4,287,3,0
7843,7843,39,0.3789616864861974,1,1,5,2,1,1,2,1,4,1,38,3,4,12,25,51,5,288,3,0
7844,7844,39,0.4075146787537551,1,1,10,2,1,1,2,1,1,1,38,1,1,3,23,51,39,289,3,0
